product_id,brand,model,Network_Technology,Network_2G bands,Network_3G bands,Network_4G bands,Network_5G bands,Network_Speed,Launch_Announced,Launch_Status,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Size,Display_Resolution,Display_Protection,Platform_OS,Platform_Chipset,Platform_CPU,Platform_GPU,Memory_Card slot,Memory_Internal,Main Camera_Triple,Main Camera_Features,Main Camera_Video,Selfie camera_Single,Selfie camera_Features,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Charging,Misc_Colors,Misc_Models,Misc_SAR,Main Camera_Quad,Misc_SAR EU,Main Camera_Dual,Comms_Infrared port,Misc_Price,Selfie camera_Dual,Main Camera_Single
11344,OnePlus,Nord CE 2 Lite 5G,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Europe","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - Europe","HSPA, LTE-A (CA), 5G","2022, April 28","Available. Released 2022, April 30",164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),195 g (6.88 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 120Hz","6.59 inches, 104.5 cm2 (~84.1% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",,"Android 12, upgradable to Android 13, OxygenOS 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.7, 26mm (wide), 0.7µm, PDAF 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.0, (wide), 1/3.0"", 1.0µm",HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",Yes (market/region dependent),Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",33W wired,"Black Dusk, Blue Tide","CPH2381, CPH2409",,,,,,"$ 227.99 / € 233.24 / £ 211.19 / ₹ 17,499",,
11445,OnePlus,10R,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","1, 3, 5, 8, 28, 40, 41, 77, 78 SA/NSA","HSPA 42.2/5.76 Mbps, LTE-A (4CA), Cat12 600/150 Mbps, 5G","2022, April 28","Available. Released 2022, May 04",163.3 x 75.5 x 8.2 mm (6.43 x 2.97 x 0.32 in),186 g (6.56 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED, 1B colors, 120Hz, HDR10+","6.7 inches, 108.0 cm2 (~87.6% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,"Android 12, upgradable to Android 13, OxygenOS 13",Mediatek Dimensity 8100-Max (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 15mm, 120˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","16 MP, f/2.4, 26mm (wide), 1/3.09"", 1.0µm",HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 5000 mAh, non-removable","80W wired, 1-100% in 32 min (advertised)","Sierra Black, Forest Green, Prime Blue",CPH2411,,,,,,"₹ 27,990",,
10960,OnePlus,Nord 2 5G,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - EU","1, 3, 7, 8, 20, 28, 38, 41, 66, 78 SA/NSA - EU","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G","2021, July 22","Available. Released 2021, July 28",159.1 x 73.3 x 8.3 mm (6.26 x 2.89 x 0.33 in),189 g (6.67 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED, 90Hz, HDR10+","6.43 inches, 99.8 cm2 (~85.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,"Android 11, OxygenOS 11.3",Mediatek MT6893 Dimensity 1200 (6 nm),Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G77 MC9,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.3, 120˚ (ultrawide) 2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm",Auto HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, SBAS, NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","65W wired, PD, 1-100% in 30 min (advertised)","Gray Sierra, Blue Haze, Green Wood, Pac-Man Edition","DN2101, DN2103",,,,,,"$ 185.00 / € 221.14 / £ 169.95 / ₹ 21,999",,
12614,OnePlus,Pad Go,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 2100,LTE,,"HSPA, LTE","2023, October 06","Coming soon. Exp. release 2023, October 20",255.1 x 188 x 6.9 mm (10.04 x 7.40 x 0.27 in),532 g (1.17 lb),,Yes,"IPS LCD, 90Hz, 400 nits (typ)","11.35 inches, 396.1 cm2 (~82.6% screen-to-body ratio)",1720 x 2408 pixels (~260 ppi density),,"Android 13, OxygenOS 13.2",Mediatek MT8781 Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",,,1080p@30fps,8 MP,,1080p@30fps,"Yes, with stereo speakers (4 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.2, A2DP, LE, aptX HD",Unspecified,No,No,USB Type-C 2.0,"Accelerometer, proximity (accessories only), gyro, compass","Li-Po 8000 mAh, non-removable",33W wired,Twin Mint,,,,,,,About 230 EUR,,8 MP
10806,OnePlus,9 Pro,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - EU","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 78 SA/NSA - EU","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat20 2000/200 Mbps, 5G","2021, March 23","Available. Released 2021, March 30",163.2 x 73.6 x 8.7 mm (6.43 x 2.90 x 0.34 in),197 g (6.95 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPO Fluid2 AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak)","6.7 inches, 108.4 cm2 (~90.3% screen-to-body ratio)","1440 x 3216 pixels, 20:9 ratio (~525 ppi density)",Corning Gorilla Glass 5,"Android 11, upgradable to Android 13, OxygenOS 13",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55,Adreno 660,No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",,"Hasselblad Color Calibration, dual-LED flash, HDR, panorama","8K@30fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.2, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4500 mAh, non-removable","65W wired, PD, 1-100% in 29 min (advertised) 50W wireless, 1-100% in 43 min (advertised)","Morning Mist, Forest Green, Stellar Black","LE2121, LE2125, LE2123, LE2120, LE2127",,"48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS 8 MP, f/2.4, 77mm (telephoto), 1.0µm, PDAF, OIS, 3.3x optical zoom 50 MP, f/2.2, 14mm (ultrawide), 1/1.56"", 1.0µm, AF 2 MP, f/2.4, (monochrome)",,,,"$ 550.00 / € 294.00 / £ 302.00 / ₹ 35,999",,
12473,OnePlus,Ace 2 Pro,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 2100,"1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","1, 3, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2023, August 16","Available. Released 2023, August 23",163.1 x 74.2 x 9 mm (6.42 x 2.92 x 0.35 in),210 g (7.41 oz),"Glass front (Asahi Glass), plastic frame, glass back (Gorilla Glass 5)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, HDR10+, 550 nits (typ), 1200 nits (HBM), 1600 nits (peak)","6.74 inches, 109.2 cm2 (~90.3% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",Asahi Glass,"Android 13, ColorOS 13.1",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno 740,No,"256GB 12GB RAM, 512GB 16GB RAM, 1TB 24GB RAM","50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 16mm, 112˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS","16 MP, f/2.4, 26mm (wide), 1/3.09"", 1.0µm",HDR,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6/7, dual-band","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)","Yes, eSE, HCE",No,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 5000 mAh, non-removable",150W wired,"Aurora Green, Titanium Gray",,,,,,Yes,About 380 EUR,,
10161,OnePlus,8,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU","1, 3, 7, 28, 78 SA/NSA - EU","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL","2020, April 14","Available. Released 2020, April 21",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED, 90Hz, HDR10+","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,"Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS 16 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/3.6"", 1.0µm 2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable","30W wired, 50% in 22 min (advertised)","Onyx Black, Glacial Green, Interstellar Glow, Polar Silver","IN2013, IN2017, IN2010, IN2019",,,,,,$ 496.00,,
10747,OnePlus,9,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - EU","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 78 SA/NSA - EU","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat20 2000/200 Mbps, 5G","2021, March 23","Available. Released 2021, March 26",160 x 74.2 x 8.7 mm (EU/NA) 160 x 73.9 x 8.1 mm (IN/CN),192 g (EU/NA) 183 g (IN/CN) (6.46 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED, 120Hz, HDR10+, 1100 nits (peak)","6.55 inches, 103.6 cm2 (~87.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,"Android 11, upgradable to Android 13, OxygenOS 13",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Adreno 660,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF 50 MP, f/2.2, 14mm (ultrawide), 1/1.56"", 1.0µm, AF 2 MP, f/2.4, (monochrome)","Hasselblad Color Calibration, dual-LED flash, HDR, panorama","8K@30fps, 4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.2, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4500 mAh, non-removable","65W wired, PD, 1-100% in 29 min (advertised) 15W wireless (EU/NA)","Winter Mist, Arctic Sky, Astral Black","LE2113, LE2111, LE2110, LE2117, LE2115",,,,,,"$ 187.99 / € 303.03 / £ 252.99 / ₹ 26,899",,
12389,Xiaomi,13T,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","HSPA, LTE-A, 5G","2023, September 26","Available. Released 2023, September 26",162.2 x 75.7 x 8.5 mm (6.39 x 2.98 x 0.33 in),193 g or 197 g (6.81 oz),"Glass front (Gorilla Glass 5), glass back or silicone polymer back, plastic frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 68B colors, 144Hz, Dolby Vision, HDR10+, 1200 nits (HBM), 2600 nits (peak)","6.67 inches, 107.4 cm2 (~87.5% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)",Corning Gorilla Glass 5,"Android 13, MIUI 14",Mediatek Dimensity 8200 Ultra (4 nm),Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.28"", 1.22µm, PDAF, OIS 50 MP, f/1.9, 50mm (telephoto), 1/2.88"", 0.61µm, PDAF, 2x optical zoom 12 MP, f/2.2, 15mm (ultrawide), 1/3.06"", 1.12µm","Leica lens, LED flash, HDR, panorama","4K@30fps (HDR10+), 1080p@30/60/120fps, gyro-EIS","20 MP, f/2.2, (wide), 0.8µm",HDR,"1080p@30fps, HDR10+","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band","5.4, A2DP, LE","GPS (L1+L5), GLONASS (G1), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), BDS",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 5000 mAh, non-removable","67W wired, PD3.0, QC4, 100% in 42 min (advertised)","Alpine Blue, Meadow Green, Black",,,,,,Yes,$ 499.00 / € 579.57 / £ 449.00,,
12388,Xiaomi,13T Pro,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 48, 66","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA","HSPA, LTE-A, 5G","2023, September 26","Available. Released 2023, September 26",162.2 x 75.7 x 8.5 mm (6.39 x 2.98 x 0.33 in),200 g or 206 g (7.05 oz),"Glass front (Gorilla Glass 5), glass back or silicone polymer back, plastic frame","Nano-SIM and eSIM or Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 68B colors, 144Hz, Dolby Vision, HDR10+, 1200 nits (HBM), 2600 nits (peak)","6.67 inches, 107.4 cm2 (~87.5% screen-to-body ratio)","1220 x 2712 pixels, 20:9 ratio (~446 ppi density)",Corning Gorilla Glass 5,"Android 13, MIUI 14",Mediatek Dimensity 9200+ (4 nm),Octa-core (1x3.35 GHz Cortex-X3 & 3x3.0 GHz Cortex-A715 & 4x2.0 GHz Cortex-A510),Immortalis-G715 MC11,No,"256GB 12GB RAM, 512GB 12GB RAM, 1TB 16GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.28"", 1.22µm, PDAF, OIS 50 MP, f/1.9, 50mm (telephoto), 1/2.88"", 0.61µm, PDAF, 2x optical zoom 12 MP, f/2.2, 15mm (ultrawide), 1/3.06"", 1.12µm","Leica lens, LED flash, HDR, panorama","8K@24fps, 4K@24/30/60fps, 4K/1080p@30fps HDR10+, 1080p@30/60/120/240fps; 10-bit LOG, gyro-EIS","20 MP, f/2.2, (wide), 0.8µm",HDR,"1080p@30fps, HDR10+","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE","GPS (L1+L5), GLONASS (G1), GALILEO (E1+E5a), NavIC (L5), BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 5000 mAh, non-removable","120W wired, PD3.0, QC4, 100% in 19 min (advertised)","Alpine Blue, Meadow Green, Black",,,,,,Yes,$ 645.00 / € 815.00 / £ 699.00,,
12063,Xiaomi,Redmi Note 12,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 40, 41","1, 3, 5, 8, 28, 40, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, October 27","Available. Released 2023, January 11",165.9 x 76.2 x 8 mm (6.53 x 3.00 x 0.31 in),188 g (6.63 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 120Hz, 1200 nits (peak)","6.67 inches, 107.4 cm2 (~85.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 3,"Android 12, MIUI 14 (International), MIUI 13 (India)",Qualcomm SM4375 Snapdragon 4 Gen 1 (6 nm),Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55),Adreno 619,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","48 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, 120˚ (ultrawide), 1/4"", 1.12µm 2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"13 MP, f/2.5, (wide), 1/3.0""",HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS",Yes (market/region dependent),Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","33W wired, 50% in 22 min (advertised)","Frosted Green, Matte Black, Mystique Blue","22111317I, 22111317G",,,,,Yes,"$ 179.99 / € 145.62 / £ 149.00 / ₹ 13,799",,
12328,Xiaomi,Redmi 12,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE","2023, June 15","Available. Released 2023, June 15",168.6 x 76.3 x 8.2 mm (6.64 x 3.00 x 0.32 in),198.5 g (7.02 oz),"Glass front, plastic frame, glass back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz, 550 nits (peak)","6.79 inches, 109.5 cm2 (~85.1% screen-to-body ratio)",1080 x 2460 pixels (~396 ppi density),,"Android 13, MIUI 14",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","50 MP, f/1.8, (wide), PDAF 8 MP, f/2.2, 120˚ (ultrawide) 2 MP, f/2.4, (macro)","LED flash, HDR",1080p@30fps,"8 MP, f/2.1, (wide)",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes (market/region dependent),FM radio,USB Type-C,"Fingerprint (side-mounted), accelerometer, compass","Li-Po 5000 mAh, non-removable","18W wired, PD","Midnight Black, Sky Blue, Polar Silver, Moonstone Silver",23053RN02A,,,,,Yes,"$ 139.70 / € 150.70 / £ 159.00 / ₹ 10,787",,
11955,Xiaomi,Redmi Note 12 Pro,GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 32, 38, 40, 41, 66 - International","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International","HSPA, LTE-A (CA), 5G","2022, October 27","Available. Released 2022, November 01",163 x 76 x 8 mm (6.42 x 2.99 x 0.31 in),187 g (6.60 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","OLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)","6.67 inches, 107.4 cm2 (~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,"Android 12, MIUI 13",Mediatek MT6877V Dimensity 1080 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 120˚ (ultrawide), 1/4"", 1.12µm 2 MP, f/2.4, (macro)","Dual-LED dual-tone flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps","16 MP, f/2.5, (wide), 1/3.06"", 1.0µm",HDR,1080p@30/60fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS (L1), GLONASS (G1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1)",Yes (market/region dependent),No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","67W wired, PD3.0, 50% in 15 min, 100% in 46 min (advertised)","Frosted Blue (Sky Blue), Onyx Black (Midnight Black), Polar White, Stardust Purple","22101316C, 22101316I, 23013RK75C, 22101316G",,,,,Yes,"$ 237.00 / € 205.62 / £ 222.58 / ₹ 18,999",,
